amount,check,category
421,24,Fraud
1521,3,Not Fraud
2357,15,Fraud
2870,3,Not Fraud
4794,21,Fraud
2357,23,Not Fraud
5464,10,Fraud
4681,13,Not Fraud
3218,28,Fraud
5078,5,Not Fraud
5906,16,Fraud
4337,7,Not Fraud
4507,29,Fraud
2437,29,Not Fraud
832,16,Fraud
2290,17,Not Fraud
5191,14,Fraud
3353,2,Not Fraud
4390,23,Fraud
1933,7,Not Fraud
6820,26,Fraud
6898,20,Not Fraud
3128,4,Fraud
1739,18,Not Fraud
1984,26,Fraud
566,20,Not Fraud
5176,19,Fraud
6240,4,Not Fraud
4848,26,Fraud
1903,28,Not Fraud
394,10,Fraud
4534,8,Not Fraud
3071,10,Fraud
2801,27,Not Fraud
5042,27,Fraud
5375,11,Not Fraud
4227,9,Fraud
1116,30,Not Fraud
799,11,Fraud
247,12,Not Fraud
4660,7,Fraud
2221,20,Not Fraud
3660,26,Fraud
2368,23,Not Fraud
5248,21,Fraud
5715,21,Not Fraud
1262,11,Fraud
455,6,Not Fraud
4230,12,Fraud
5571,28,Not Fraud
5276,8,Fraud
6805,24,Not Fraud
5665,28,Fraud
5998,12,Not Fraud
1862,21,Fraud
436,29,Not Fraud
3552,19,Fraud
2442,13,Not Fraud
1246,6,Fraud
4014,23,Not Fraud
6869,30,Fraud
591,16,Not Fraud
4178,11,Fraud
2383,2,Not Fraud
2822,6,Fraud
3839,3,Not Fraud
2798,19,Fraud
1779,1,Not Fraud
1741,20,Fraud
958,11,Not Fraud
4425,7,Fraud
2112,30,Not Fraud
929,10,Fraud
4900,10,Not Fraud
5581,4,Fraud
3784,30,Not Fraud
2798,4,Fraud
4598,5,Not Fraud
3414,5,Fraud
2138,30,Not Fraud
1829,26,Fraud
4334,1,Not Fraud
3531,10,Fraud
3867,21,Not Fraud
6643,2,Fraud
238,11,Not Fraud
768,18,Fraud
370,29,Not Fraud
4874,23,Fraud
2335,23,Not Fraud
606,24,Fraud
2150,13,Not Fraud
1888,25,Fraud
3974,26,Not Fraud
5003,14,Fraud
5787,20,Not Fraud
1613,26,Fraud
6839,13,Not Fraud
2820,18,Fraud
3008,18,Not Fraud
4342,9,Fraud
4287,15,Not Fraud
3798,23,Fraud
5929,27,Not Fraud
2427,22,Fraud
4585,6,Not Fraud
5460,24,Fraud
663,9,Not Fraud
3823,3,Fraud
3196,8,Not Fraud
2111,6,Fraud
2015,26,Not Fraud
1331,6,Fraud
1097,26,Not Fraud
6462,22,Fraud
5167,18,Not Fraud
2861,5,Fraud
1020,6,Not Fraud
514,17,Fraud
1798,23,Not Fraud
6520,7,Fraud
2919,23,Not Fraud
6515,7,Fraud
5249,10,Not Fraud
3475,15,Fraud
1941,8,Not Fraud
5728,14,Fraud
2178,19,Not Fraud
6823,3,Fraud
2153,24,Not Fraud
5990,15,Fraud
6420,30,Not Fraud
1162,7,Fraud
2199,7,Not Fraud
2087,19,Fraud
3426,13,Not Fraud
3892,2,Fraud
5777,20,Not Fraud
5309,7,Fraud
6890,10,Not Fraud
2280,24,Fraud
2344,8,Not Fraud
5308,10,Fraud
1497,27,Not Fraud
1729,7,Fraud
1004,17,Not Fraud
5576,9,Fraud
656,16,Not Fraud
6427,20,Fraud
2914,8,Not Fraud
495,9,Fraud
1528,7,Not Fraud
4750,5,Fraud
3004,4,Not Fraud
2316,5,Fraud
5719,23,Not Fraud
2117,1,Fraud
1392,21,Not Fraud
5848,24,Fraud
5150,3,Not Fraud
5759,9,Fraud
294,30,Not Fraud
4237,1,Fraud
5955,6,Not Fraud
676,11,Fraud
5515,18,Not Fraud
5895,1,Fraud
4928,30,Not Fraud
3857,3,Fraud
865,23,Not Fraud
2781,23,Fraud
4973,16,Not Fraud
3352,30,Fraud
1748,19,Not Fraud
5788,21,Fraud
5289,7,Not Fraud
3405,9,Fraud
4159,14,Not Fraud
6282,24,Fraud
3359,3,Not Fraud
4752,11,Fraud
3209,17,Not Fraud
2400,23,Fraud
773,29,Not Fraud
4382,28,Fraud
6386,2,Not Fraud
1987,1,Fraud
796,25,Not Fraud
6278,22,Fraud
5179,30,Not Fraud
6220,25,Fraud
495,11,Not Fraud
205,1,Fraud
5412,1,Not Fraud
2076,23,Fraud
6429,11,Not Fraud
1582,8,Fraud
2689,9,Not Fraud
5610,10,Fraud
3510,1,Not Fraud
5108,15,Fraud
6000,20,Not Fraud
2877,27,Fraud
5431,26,Not Fraud
3299,4,Fraud
2786,16,Not Fraud
6485,30,Fraud
4534,19,Not Fraud
5668,7,Fraud
1336,26,Not Fraud
5218,15,Fraud
1761,14,Not Fraud
6107,28,Fraud
590,15,Not Fraud
5463,28,Fraud
2951,21,Not Fraud
3195,20,Fraud
1166,20,Not Fraud
461,19,Fraud
6787,23,Not Fraud
6591,8,Fraud
998,16,Not Fraud
4745,2,Fraud
2643,28,Not Fraud
572,5,Fraud
2024,29,Not Fraud
2864,14,Fraud
5552,18,Not Fraud
3156,23,Fraud
5780,1,Not Fraud
6827,10,Fraud
6797,14,Not Fraud
501,7,Fraud
2152,27,Not Fraud
5838,8,Fraud
559,17,Not Fraud
4174,7,Fraud
5605,25,Not Fraud
4338,26,Fraud
4362,16,Not Fraud
6256,7,Fraud
2126,19,Not Fraud
6740,4,Fraud
5942,14,Not Fraud
4945,16,Fraud
4211,12,Not Fraud
5149,17,Fraud
421,10,Not Fraud
3341,24,Fraud
1664,2,Not Fraud
1303,16,Fraud
2927,28,Not Fraud
552,15,Fraud
606,8,Not Fraud
401,1,Fraud
4327,5,Not Fraud
2660,24,Fraud
2929,18,Not Fraud
1634,15,Fraud
6990,10,Not Fraud
6247,27,Fraud
2076,14,Not Fraud
4694,14,Fraud
1400,11,Not Fraud
4731,10,Fraud
6581,14,Not Fraud
5849,5,Fraud
3887,12,Not Fraud
1103,19,Fraud
5551,23,Not Fraud
6847,3,Fraud
1855,3,Not Fraud
943,25,Fraud
6635,9,Not Fraud
6201,25,Fraud
358,22,Not Fraud
1190,6,Fraud
2434,13,Not Fraud
5523,27,Fraud
465,22,Not Fraud
2344,26,Fraud
3282,14,Not Fraud
824,27,Fraud
6215,12,Not Fraud
2049,24,Fraud
536,29,Not Fraud
648,25,Fraud
6027,15,Not Fraud
932,29,Fraud
2578,23,Not Fraud
1924,1,Fraud
211,2,Not Fraud
1729,6,Fraud
6992,18,Not Fraud
5452,19,Fraud
3712,24,Not Fraud
4899,20,Fraud
1275,24,Not Fraud
6215,9,Fraud
1097,22,Not Fraud
4082,8,Fraud
3323,20,Not Fraud
588,3,Fraud
2388,4,Not Fraud
4282,7,Fraud
4813,15,Not Fraud
1465,26,Fraud
4659,24,Not Fraud
6104,16,Fraud
4146,4,Not Fraud
4316,12,Fraud
3221,9,Not Fraud
4480,9,Fraud
3556,5,Not Fraud
2537,15,Fraud
4576,30,Not Fraud
1682,21,Fraud
433,17,Not Fraud
6317,1,Fraud
1387,23,Not Fraud
5923,6,Fraud
5891,28,Not Fraud
2598,10,Fraud
2469,12,Not Fraud
6523,1,Fraud
4401,12,Not Fraud
2038,14,Fraud
2268,29,Not Fraud
2393,8,Fraud
4964,27,Not Fraud
3690,12,Fraud
1202,19,Not Fraud
1544,11,Fraud
2522,25,Not Fraud
6904,30,Fraud
4924,1,Not Fraud
5661,19,Fraud
2073,18,Not Fraud
5688,15,Fraud
6768,13,Not Fraud
5278,3,Fraud
4407,11,Not Fraud
5965,28,Fraud
5668,1,Not Fraud
3034,22,Fraud
866,8,Not Fraud
4408,1,Fraud
5882,29,Not Fraud
2525,21,Fraud
374,30,Not Fraud
1398,2,Fraud
1137,30,Not Fraud
5037,5,Fraud
4941,3,Not Fraud
2975,14,Fraud
691,27,Not Fraud
6146,10,Fraud
6499,29,Not Fraud
6489,15,Fraud
5984,20,Not Fraud
2964,30,Fraud
694,3,Not Fraud
5281,3,Fraud
4506,29,Not Fraud
4253,14,Fraud
823,8,Not Fraud
5934,27,Fraud
3391,6,Not Fraud
625,2,Fraud
933,27,Not Fraud
3311,27,Fraud
1114,5,Not Fraud
6263,19,Fraud
2637,25,Not Fraud
386,18,Fraud
3603,3,Not Fraud
2867,26,Fraud
1730,15,Not Fraud
3722,1,Fraud
5296,3,Not Fraud
6981,25,Fraud
2399,12,Not Fraud
4014,11,Fraud
4725,7,Not Fraud
2579,15,Fraud
5969,5,Not Fraud
6817,8,Fraud
5542,23,Not Fraud
3707,17,Fraud
5493,18,Not Fraud
5775,21,Fraud
699,13,Not Fraud
1793,28,Fraud
799,24,Not Fraud
4717,29,Fraud
2390,24,Not Fraud
4363,17,Fraud
4108,25,Not Fraud
5317,21,Fraud
942,18,Not Fraud
1919,7,Fraud
5418,24,Not Fraud
430,27,Fraud
2528,20,Not Fraud
5184,30,Fraud
4280,17,Not Fraud
6313,21,Fraud
5078,10,Not Fraud
2236,23,Fraud
3661,4,Not Fraud
1408,16,Fraud
6733,23,Not Fraud
6355,17,Fraud
3849,12,Not Fraud
6606,17,Fraud
5432,16,Not Fraud
5020,1,Fraud
754,26,Not Fraud
3518,16,Fraud
5579,9,Not Fraud
3938,30,Fraud
4150,27,Not Fraud
1623,9,Fraud
523,1,Not Fraud
4865,18,Fraud
1020,5,Not Fraud
2134,19,Fraud
6395,30,Not Fraud
1234,26,Fraud
6098,21,Not Fraud
1933,24,Fraud
2447,14,Not Fraud
3417,23,Fraud
2878,28,Not Fraud
2667,17,Fraud
281,14,Not Fraud
638,14,Fraud
2708,23,Not Fraud
3566,28,Fraud
3759,14,Not Fraud
5711,15,Fraud
5696,30,Not Fraud
1880,9,Fraud
6460,1,Not Fraud
621,28,Fraud
3072,14,Not Fraud
2015,22,Fraud
4543,21,Not Fraud
2625,24,Fraud
5540,19,Not Fraud
285,12,Fraud
2728,13,Not Fraud
5771,28,Fraud
4089,14,Not Fraud
5290,7,Fraud
5882,23,Not Fraud
5104,16,Fraud
6284,12,Not Fraud
294,7,Fraud
1656,22,Not Fraud
3735,4,Fraud
1216,5,Not Fraud
2426,28,Fraud
2759,10,Not Fraud
2869,26,Fraud
2125,27,Not Fraud
2042,1,Fraud
3699,29,Not Fraud
5239,11,Fraud
574,25,Not Fraud
3131,12,Fraud
6513,22,Not Fraud
5683,28,Fraud
6399,3,Not Fraud
3936,24,Fraud
5697,24,Not Fraud
2617,19,Fraud
3562,12,Not Fraud
5203,25,Fraud
376,18,Not Fraud
2151,17,Fraud
656,1,Not Fraud
611,8,Fraud
253,2,Not Fraud
5229,15,Fraud
6818,5,Not Fraud
5475,17,Fraud
1066,4,Not Fraud
2964,17,Fraud
3950,14,Not Fraud
1196,8,Fraud
4560,5,Not Fraud
474,22,Fraud
2983,4,Not Fraud
2689,18,Fraud
2440,26,Not Fraud
1695,29,Fraud
1920,3,Not Fraud
6314,25,Fraud
4126,21,Not Fraud
2478,9,Fraud
6521,13,Not Fraud
4993,17,Fraud
6157,15,Not Fraud
4635,1,Fraud
2295,21,Not Fraud
3106,23,Fraud
2211,4,Not Fraud
458,24,Fraud
1027,20,Not Fraud
4486,4,Fraud
1103,1,Not Fraud
339,7,Fraud
6756,17,Not Fraud
6128,12,Fraud
1143,1,Not Fraud
2388,21,Fraud
2352,8,Not Fraud
6684,30,Fraud
1650,2,Not Fraud
2702,26,Fraud
5564,29,Not Fraud
1149,14,Fraud
670,20,Not Fraud
2182,26,Fraud
1406,4,Not Fraud
5912,11,Fraud
5801,22,Not Fraud
4507,12,Fraud
4862,14,Not Fraud
5860,4,Fraud
4314,17,Not Fraud
1679,28,Fraud
664,25,Not Fraud
2810,25,Fraud
2716,25,Not Fraud
5301,1,Fraud
1931,3,Not Fraud
2919,26,Fraud
5779,10,Not Fraud
2922,19,Fraud
4168,27,Not Fraud
2694,30,Fraud
6260,8,Not Fraud
6239,1,Fraud
202,15,Not Fraud
5336,28,Fraud
3720,4,Not Fraud
1539,1,Fraud
6485,15,Not Fraud
2258,21,Fraud
4254,20,Not Fraud
2955,11,Fraud
3510,9,Not Fraud
6395,13,Fraud
5679,19,Not Fraud
2829,25,Fraud
3729,5,Not Fraud
3510,24,Fraud
1662,12,Not Fraud
2832,25,Fraud
4157,28,Not Fraud
2704,19,Fraud
897,11,Not Fraud
2670,27,Fraud
2870,29,Not Fraud
6578,24,Fraud
5006,29,Not Fraud
1878,26,Fraud
3015,24,Not Fraud
4790,1,Fraud
4104,23,Not Fraud
6857,20,Fraud
4549,22,Not Fraud
5765,23,Fraud
6260,2,Not Fraud
6661,14,Fraud
2719,19,Not Fraud
1527,22,Fraud
6336,25,Not Fraud
2059,2,Fraud
6917,7,Not Fraud
4163,6,Fraud
4496,16,Not Fraud
1469,12,Fraud
1065,3,Not Fraud
4645,8,Fraud
973,22,Not Fraud
2861,25,Fraud
3767,8,Not Fraud
2594,19,Fraud
720,3,Not Fraud
5259,25,Fraud
4989,6,Not Fraud
5107,8,Fraud
5214,8,Not Fraud
772,11,Fraud
850,13,Not Fraud
3715,3,Fraud
1559,30,Not Fraud
217,12,Fraud
460,5,Not Fraud
1425,30,Fraud
3417,28,Not Fraud
6506,14,Fraud
4863,22,Not Fraud
6138,22,Fraud
4923,2,Not Fraud
6894,28,Fraud
6396,19,Not Fraud
2833,3,Fraud
2255,13,Not Fraud
2614,27,Fraud
392,25,Not Fraud
1987,20,Fraud
4281,28,Not Fraud
6473,22,Fraud
1651,4,Not Fraud
4172,28,Fraud
6611,8,Not Fraud
4928,4,Fraud
6758,25,Not Fraud
4239,19,Fraud
5086,26,Not Fraud
2436,16,Fraud
3705,3,Not Fraud
2976,25,Fraud
4179,18,Not Fraud
1476,18,Fraud
2419,17,Not Fraud
1253,1,Fraud
4290,16,Not Fraud
3881,17,Fraud
3328,27,Not Fraud
2139,26,Fraud
3804,2,Not Fraud
5094,18,Fraud
3250,13,Not Fraud
4769,29,Fraud
833,22,Not Fraud
6721,20,Fraud
6914,19,Not Fraud
4926,24,Fraud
5180,27,Not Fraud
769,21,Fraud
383,3,Not Fraud
6382,28,Fraud
1382,13,Not Fraud
2089,24,Fraud
3835,18,Not Fraud
3503,3,Fraud
3691,2,Not Fraud
521,30,Fraud
2176,14,Not Fraud
4445,22,Fraud
1511,13,Not Fraud
6395,25,Fraud
4959,14,Not Fraud
4010,10,Fraud
4932,12,Not Fraud
5368,26,Fraud
5257,14,Not Fraud
5135,9,Fraud
4751,25,Not Fraud
966,26,Fraud
735,6,Not Fraud
6539,12,Fraud
6883,14,Not Fraud
3369,3,Fraud
5001,2,Not Fraud
862,10,Fraud
1233,21,Not Fraud
1608,3,Fraud
2544,13,Not Fraud
3639,11,Fraud
338,15,Not Fraud
3029,28,Fraud
3867,19,Not Fraud
3226,11,Fraud
6514,15,Not Fraud
236,12,Fraud
2975,23,Not Fraud
3376,26,Fraud
2068,12,Not Fraud
2506,17,Fraud
5665,22,Not Fraud
2866,21,Fraud
1631,16,Not Fraud
5806,24,Fraud
6336,10,Not Fraud
6507,19,Fraud
6947,30,Not Fraud
6055,13,Fraud
3736,1,Not Fraud
3462,16,Fraud
6541,12,Not Fraud
5769,4,Fraud
1789,22,Not Fraud
5317,25,Fraud
782,10,Not Fraud
1640,24,Fraud
4023,24,Not Fraud
2677,18,Fraud
6666,22,Not Fraud
6439,18,Fraud
4824,12,Not Fraud
1970,9,Fraud
6120,18,Not Fraud
6609,6,Fraud
5441,13,Not Fraud
6866,9,Fraud
4313,30,Not Fraud
4635,5,Fraud
323,12,Not Fraud
6087,4,Fraud
4137,12,Not Fraud
2794,10,Fraud
3295,29,Not Fraud
4218,22,Fraud
1008,29,Not Fraud
5465,20,Fraud
2934,9,Not Fraud
4317,28,Fraud
1659,15,Not Fraud
1024,16,Fraud
813,29,Not Fraud
6961,23,Fraud
6457,6,Not Fraud
1978,2,Fraud
4185,11,Not Fraud
5739,16,Fraud
5262,12,Not Fraud
5437,5,Fraud
4020,22,Not Fraud
950,14,Fraud
957,26,Not Fraud
4080,20,Fraud
4485,9,Not Fraud
931,17,Fraud
6324,25,Not Fraud
6263,17,Fraud
779,10,Not Fraud
1705,7,Fraud
5260,5,Not Fraud
6329,28,Fraud
2670,8,Not Fraud
1885,6,Fraud
4226,22,Not Fraud
3872,16,Fraud
6153,5,Not Fraud
3206,28,Fraud
3107,12,Not Fraud
6568,11,Fraud
1726,12,Not Fraud
2058,14,Fraud
1969,14,Not Fraud
1889,7,Fraud
3163,16,Not Fraud
5949,27,Fraud
3575,17,Not Fraud
4303,11,Fraud
1314,28,Not Fraud
4634,18,Fraud
6981,18,Not Fraud
1441,7,Fraud
5347,28,Not Fraud
2528,8,Fraud
4975,24,Not Fraud
787,7,Fraud
1064,23,Not Fraud
5475,16,Fraud
6828,26,Not Fraud
467,24,Fraud
6236,26,Not Fraud
1213,11,Fraud
889,6,Not Fraud
6732,25,Fraud
3939,27,Not Fraud
1228,17,Fraud
1646,4,Not Fraud
3077,18,Fraud
3245,13,Not Fraud
3994,16,Fraud
6972,30,Not Fraud
203,30,Fraud
3102,15,Not Fraud
430,12,Fraud
6837,25,Not Fraud
1127,25,Fraud
601,10,Not Fraud
3068,12,Fraud
6237,6,Not Fraud
2869,24,Fraud
4011,4,Not Fraud
4586,15,Fraud
4571,22,Not Fraud
4211,26,Fraud
6153,29,Not Fraud
1144,8,Fraud
5533,11,Not Fraud
4948,20,Fraud
3876,1,Not Fraud
823,2,Fraud
3921,9,Not Fraud
3131,11,Fraud
4912,24,Not Fraud
1609,10,Fraud
6040,17,Not Fraud
1065,2,Fraud
2388,13,Not Fraud
1830,9,Fraud
259,16,Not Fraud
1210,14,Fraud
3265,23,Not Fraud
4261,20,Fraud
827,18,Not Fraud
1129,13,Fraud
2369,18,Not Fraud
2925,6,Fraud
899,21,Not Fraud
6446,29,Fraud
6669,28,Not Fraud
5989,17,Fraud
3705,9,Not Fraud
4340,23,Fraud
1072,12,Not Fraud
6093,2,Fraud
2925,12,Not Fraud
6141,16,Fraud
335,2,Not Fraud
3164,9,Fraud
4042,6,Not Fraud
2368,15,Fraud
5759,13,Not Fraud
5342,1,Fraud
2352,16,Not Fraud
4135,24,Fraud
3548,7,Not Fraud
1462,16,Fraud
4122,5,Not Fraud
5156,5,Fraud
522,14,Not Fraud
5145,25,Fraud
1992,27,Not Fraud
5008,21,Fraud
5921,13,Not Fraud
1556,30,Fraud
1699,22,Not Fraud
6310,8,Fraud
2073,26,Not Fraud
6910,19,Fraud
6667,9,Not Fraud
2227,4,Fraud
4583,11,Not Fraud
1595,19,Fraud
3670,28,Not Fraud
3042,16,Fraud
4322,14,Not Fraud
570,2,Fraud
2266,27,Not Fraud
4239,30,Fraud
537,25,Not Fraud
1765,29,Fraud
854,14,Not Fraud
2800,6,Fraud
3781,13,Not Fraud
1241,27,Fraud
2247,23,Not Fraud
5504,13,Fraud
6932,10,Not Fraud
2765,29,Fraud
2089,18,Not Fraud
2464,20,Fraud
3995,24,Not Fraud
6602,3,Fraud
3024,4,Not Fraud
4670,25,Fraud
609,21,Not Fraud
411,26,Fraud
3666,15,Not Fraud
4582,15,Fraud
1714,3,Not Fraud
4740,22,Fraud
3646,12,Not Fraud
1034,18,Fraud
1449,10,Not Fraud
4484,9,Fraud
6518,13,Not Fraud
6213,15,Fraud
6033,12,Not Fraud
574,29,Fraud
295,21,Not Fraud
5698,26,Fraud
747,27,Not Fraud
3938,21,Fraud
4970,21,Not Fraud
6891,3,Fraud
1703,7,Not Fraud
1140,30,Fraud
2569,19,Not Fraud
5297,4,Fraud
1229,6,Not Fraud
4039,17,Fraud
5460,20,Not Fraud
3197,22,Fraud
1618,1,Not Fraud
1818,16,Fraud
2759,1,Not Fraud
1131,11,Fraud
1358,7,Not Fraud
6197,20,Fraud
4885,16,Not Fraud
2490,21,Fraud
6593,14,Not Fraud
3301,24,Fraud
5614,10,Not Fraud
4746,8,Fraud
4092,3,Not Fraud
1015,18,Fraud
2166,9,Not Fraud
5382,2,Fraud
2413,6,Not Fraud
2429,17,Fraud
6577,13,Not Fraud
1566,4,Fraud
1141,16,Not Fraud
3118,25,Fraud
5862,14,Not Fraud
3493,26,Fraud
696,20,Not Fraud
5586,16,Fraud
2250,24,Not Fraud
1153,5,Fraud
956,21,Not Fraud
1764,11,Fraud
3320,5,Not Fraud
5055,29,Fraud
5948,5,Not Fraud
4634,12,Fraud
235,11,Not Fraud
4689,21,Fraud
6543,11,Not Fraud
3341,27,Fraud
210,25,Not Fraud
2424,29,Fraud
4781,6,Not Fraud
298,2,Fraud
3100,18,Not Fraud
2551,18,Fraud
5724,3,Not Fraud
1879,11,Fraud
3726,30,Not Fraud
3020,6,Fraud
599,21,Not Fraud
2070,22,Fraud
5326,13,Not Fraud
3477,28,Fraud
4444,13,Not Fraud
2355,15,Fraud
6320,11,Not Fraud
392,10,Fraud
1007,15,Not Fraud
5901,2,Fraud
4043,29,Not Fraud
2036,6,Fraud
2251,5,Not Fraud
6464,29,Fraud
5091,2,Not Fraud
4928,22,Fraud
1422,18,Not Fraud
5097,25,Fraud
1230,26,Not Fraud
1056,24,Fraud
6395,26,Not Fraud
3478,29,Fraud
4057,9,Not Fraud
957,8,Fraud
4786,2,Not Fraud
6301,18,Fraud
5640,6,Not Fraud
4243,23,Fraud
6994,7,Not Fraud
3623,20,Fraud
5804,17,Not Fraud
6893,6,Fraud
3711,1,Not Fraud
6437,7,Fraud
311,21,Not Fraud
966,24,Fraud
5292,15,Not Fraud
5010,15,Fraud
1667,17,Not Fraud
635,16,Fraud
4337,29,Not Fraud
1992,19,Fraud
3697,2,Not Fraud
3967,30,Fraud
3260,15,Not Fraud
243,8,Fraud
1233,19,Not Fraud
6661,8,Fraud
6653,10,Not Fraud
5158,30,Fraud
1986,5,Not Fraud
4225,20,Fraud
4546,9,Not Fraud
4352,22,Fraud
3149,7,Not Fraud
2901,17,Fraud
6716,16,Not Fraud
458,10,Fraud
3050,19,Not Fraud
470,1,Fraud
2345,20,Not Fraud
5017,10,Fraud
465,22,Not Fraud
3301,13,Fraud
4912,1,Not Fraud
1174,12,Fraud
438,17,Not Fraud
1820,12,Fraud
2520,12,Not Fraud
2968,11,Fraud
4769,20,Not Fraud
6338,4,Fraud
3473,1,Not Fraud
4445,22,Fraud
5904,19,Not Fraud
4536,9,Fraud
300,18,Not Fraud
1996,2,Fraud
620,19,Not Fraud
1937,7,Fraud
4170,27,Not Fraud
3665,14,Fraud
5666,13,Not Fraud
5019,22,Fraud
2129,17,Not Fraud
3225,26,Fraud
5412,12,Not Fraud
2456,26,Fraud
6464,27,Not Fraud
1250,12,Fraud
3121,29,Not Fraud
2130,15,Fraud
5704,19,Not Fraud
3690,20,Fraud
5278,11,Not Fraud
1027,4,Fraud
4293,23,Not Fraud
6421,24,Fraud
1082,25,Not Fraud
964,23,Fraud
5840,5,Not Fraud
5814,12,Fraud
610,13,Not Fraud
5329,2,Fraud
1479,11,Not Fraud
3259,19,Fraud
3967,26,Not Fraud
6104,15,Fraud
4400,2,Not Fraud
5288,9,Fraud
4436,9,Not Fraud
2560,6,Fraud
6201,21,Not Fraud
5982,14,Fraud
2078,24,Not Fraud
1634,7,Fraud
2892,29,Not Fraud
3276,10,Fraud
4017,20,Not Fraud
6495,16,Fraud
4403,24,Not Fraud
6088,3,Fraud
5644,3,Not Fraud
1960,14,Fraud
2531,30,Not Fraud
3849,17,Fraud
5052,15,Not Fraud
2716,1,Fraud
1779,5,Not Fraud
427,6,Fraud
4181,27,Not Fraud
1567,16,Fraud
6820,27,Not Fraud
588,15,Fraud
5188,11,Not Fraud
1187,12,Fraud
6036,12,Not Fraud
1544,23,Fraud
2407,27,Not Fraud
3217,19,Fraud
1896,6,Not Fraud
5512,26,Fraud
3266,28,Not Fraud
2011,6,Fraud
2649,19,Not Fraud
6487,10,Fraud
1543,13,Not Fraud
3911,20,Fraud
6116,20,Not Fraud
6077,21,Fraud
4236,27,Not Fraud
4883,12,Fraud
993,3,Not Fraud
3840,22,Fraud
906,14,Not Fraud
1550,22,Fraud
3519,15,Not Fraud
3425,2,Fraud
3773,21,Not Fraud
436,5,Fraud
2307,7,Not Fraud
3494,19,Fraud
2264,2,Not Fraud
3868,20,Fraud
4232,19,Not Fraud
741,6,Fraud
4179,28,Not Fraud
6474,27,Fraud
5281,6,Not Fraud
4101,11,Fraud
1522,15,Not Fraud
6310,1,Fraud
4426,17,Not Fraud
6719,20,Fraud
360,24,Not Fraud
6886,30,Fraud
2263,28,Not Fraud
4138,27,Fraud
2735,12,Not Fraud
4208,16,Fraud
1704,25,Not Fraud
460,25,Fraud
281,21,Not Fraud
4282,16,Fraud
222,18,Not Fraud
320,11,Fraud
1561,12,Not Fraud
3035,29,Fraud
3130,15,Not Fraud
3332,13,Fraud
4965,13,Not Fraud
1458,28,Fraud
2567,15,Not Fraud
3793,25,Fraud
1354,15,Not Fraud
4434,16,Fraud
3795,8,Not Fraud
775,1,Fraud
3832,7,Not Fraud
1122,17,Fraud
6716,27,Not Fraud
2821,2,Fraud
5848,14,Not Fraud
5041,6,Fraud
3021,28,Not Fraud
638,17,Fraud
1713,29,Not Fraud
3734,16,Fraud
271,10,Not Fraud
2434,3,Fraud
3538,2,Not Fraud
1894,29,Fraud
764,21,Not Fraud
477,14,Fraud
1969,5,Not Fraud
3038,28,Fraud
5426,13,Not Fraud
1773,22,Fraud
565,29,Not Fraud
4571,29,Fraud
5449,19,Not Fraud
3299,16,Fraud
3362,20,Not Fraud
259,25,Fraud
362,29,Not Fraud
4740,23,Fraud
371,26,Not Fraud
3655,7,Fraud
5921,2,Not Fraud
202,20,Fraud
4000,6,Not Fraud
944,3,Fraud
4060,11,Not Fraud
5551,9,Fraud
5137,22,Not Fraud
2270,5,Fraud
3059,17,Not Fraud
2125,7,Fraud
2598,18,Not Fraud
6190,30,Fraud
6693,14,Not Fraud
4184,19,Fraud
3612,14,Not Fraud
1917,1,Fraud
6457,19,Not Fraud
2375,22,Fraud
5426,8,Not Fraud
5039,28,Fraud
3226,18,Not Fraud
4824,27,Fraud
5781,28,Not Fraud
1019,29,Fraud
2197,10,Not Fraud
6254,12,Fraud
1166,26,Not Fraud
1489,11,Fraud
1360,26,Not Fraud
6722,20,Fraud
1857,6,Not Fraud
2189,12,Fraud
3759,18,Not Fraud
644,1,Fraud
3835,16,Not Fraud
3759,18,Fraud
5139,4,Not Fraud
2383,18,Fraud
6618,1,Not Fraud
3082,3,Fraud
3282,19,Not Fraud
3242,3,Fraud
938,26,Not Fraud
3176,25,Fraud
1618,30,Not Fraud
402,26,Fraud
5682,6,Not Fraud
524,18,Fraud
4037,2,Not Fraud
2182,6,Fraud
3534,18,Not Fraud
4987,21,Fraud
6110,5,Not Fraud
582,1,Fraud
1900,30,Not Fraud
1425,22,Fraud
3929,25,Not Fraud
5836,19,Fraud
6424,14,Not Fraud
6897,23,Fraud
6880,27,Not Fraud
5017,22,Fraud
1130,20,Not Fraud
1115,16,Fraud
4321,6,Not Fraud
2997,14,Fraud
6106,23,Not Fraud
2332,17,Fraud
1050,22,Not Fraud
1392,15,Fraud
3232,20,Not Fraud
3673,17,Fraud
760,22,Not Fraud
4423,15,Fraud
2480,25,Not Fraud
1096,20,Fraud
5188,19,Not Fraud
4518,7,Fraud
3219,28,Not Fraud
4326,3,Fraud
498,20,Not Fraud
1174,14,Fraud
5105,12,Not Fraud
6845,1,Fraud
5525,18,Not Fraud
2673,3,Fraud
4855,25,Not Fraud
1991,18,Fraud
3095,25,Not Fraud
2338,29,Fraud
2685,11,Not Fraud
5386,23,Fraud
5708,7,Not Fraud
602,11,Fraud
6952,16,Not Fraud
3587,2,Fraud
3995,8,Not Fraud
624,26,Fraud
1118,17,Not Fraud
3048,28,Fraud
3274,15,Not Fraud
239,1,Fraud
2647,16,Not Fraud
2731,9,Fraud
4605,17,Not Fraud
2915,17,Fraud
